土豆	1777511
苹果	1143881
蛋糕	815478
牛奶	708129
面包	593637
豆腐	511649
萝卜	494881
巧克力	373599
点心	345920
火锅	324863
海鲜	309902
葡萄酒	298849
包子	288537
馒头	245498
羊肉	242351
柠檬	216416
香蕉	213220
淀粉	207643
酱油	169116
核桃	166694
饮用水	164027
鸳鸯	159379
青团	157219
米饭	154542
酸奶	153794
豆浆	149318
白糖	148447
方便面	147895
可口可乐	147493
乙醇	145895
红柿	145302
普洱茶	143106
西红柿	142633
茅台	138697
鱼类	137579
磷酸	131081
托盘	128371
青梅	127492
丁香	125472s
沙拉	121544
奶油	115847
石膏	114616
石榴	113867
豆油	112470
奶酪	110257
青菜	110184
奶茶	109759
肉眼	107745
木耳	107136
铁板	105443
生姜	102878
黄豆	102012
三七	101601
烤肉	101498
大肉	100457
洋葱	94307
娃哈哈	92268
香菇	90300
松花	89074
川菜	88350
海带	86704
五粮液	85600
鱿鱼	80989
山药	80972
聚乙烯	80610
橄榄油	78094
冬瓜	77776
果后	76813
韭菜	73374
纯净水	72812
狗肉	71864
甘露	70746
冰点	69573
豆芽	69507
释迦	68944
比萨	67765
糖水	67043
胡萝卜素	65636
香草	65497
藏宝	65341
泡菜	65243
铁观音	63823
鱼头	62089
鲜奶	61845
盐酸	61337
油条	60357
叶酸	60269
虾米	59446
防腐剂	58724
稻谷	58325
粤菜	56098
磷脂	56076
健力	55428
香肠	54730
桔子	53939
烟熏	53502
花生油	53311
康师傅	52243
健力宝	51986
香菜	51824
鸡尾酒	50476
全聚德	50028
咖啡因	49733
劲风	49128
二氧化硫	48550
猪肝	48176
馄饨	47850
威士忌	47814
冷面	46887
面皮	45060
烧肉	44694
咖喱	44292
山鸡	43818
紫菜	43488
百事可乐	42999
米线	42854
黄油	42522
米粥	42118
乌龙茶	40948
烤箱	40543
猕猴桃	40357
家常菜	40327
果肉	40084
冰激凌	39999
米面	39952
三明治	39511
带鱼	38818
大丰收	38682
千张	36875
芭蕉	36594
生菜	36564
酥油	36432
肉干	36094
牛肉面	35230
抗氧化剂	35141
煎饼	35051
清汤	34726
湘菜	34695
莱姆	34632
露丝	34254
耗油	34174
海盐	34140
黑豆	34082
腊肉	33516
臭豆腐	33437
糖浆	32781
寸金	32606
柠檬汁	32311
白果	32255
天麻	32128
老酒	31942
富春	31867
花菜	31772
贵州茅台	31714
油茶	31552
雪梨	31016
布丁	30974
铁蛋	30400
杂碎	30171
咖啡豆	29973
红葡萄酒	29031
明胶	28935
酒肉	28866
棉花糖	28824
杜康	28676
滑石粉	28537
柑桔	28535
源通	28403
二锅头	28401
葡萄干	28287
莲藕	28154
凉粉	27336
梨子	27097
芥末	27080
芝士	26879
芦笋	26473
碳酸钙	26283
烤鱼	26183
麻辣烫	26155
水蜜桃	25919
油酸	25725
乙酸	25313
培根	25241
炸食	25204
柠檬酸	25107
扣肉	24839
牛乳	24808
杏子	24620
凉菜	24317
掌上明珠	24313
果胶	24303
茶汤	24191
白油	24097
核桃仁	23843
鸭肉	23567
草鱼	23528
满汉全席	23527
番茄酱	23451
大富豪	23198
干红	22958
伏特加	22922
酒酿	22449
甜瓜	22252
糙米	22027
火腿肠	21994
无花果	21847
牛肉干	21765
辣子	21685
黑森林	21636
三文鱼	21433
乳酸钙	21233
涮羊肉	20883
鱼丸	20880
水煮鱼	20850
龙井茶	20837
绿豆汤	20591
马仔	20367
鹅肉	19948
双喜临门	19717
碧螺春	19041
金枪鱼	18892
粉条	18601
石蜡	18534
乳猪	18458
肉末	18380
清酒	18268
奇异果	18250
白肉	18220
稳定剂	18183
菜籽油	18002
意大利面	17941
牛油	17754
松风	17730
霸王别姬	17700
茶多酚	17598
菱角	17591
酒廊	17409
墨鱼	17270
豆豉	17211
豆腐干	17156
猪血	17151
人参果	17079
驴肉	17022
金玉满堂	17009
油面	16924
葱段	16903
扇贝	16676
泸州老窖	16618
八宝饭	16555
凉皮	16550
山核桃	16434
洋河	16433
国珍	16360
哈密瓜	16348
鱼生	16293
脐橙	16269
红油	16219
红果	16174
西湖龙井	16106
大团圆	16042
红椒	15894
煮鸡蛋	15864
大红袍	15862
薏仁	15847
海红	15798
春卷	15691
新红	15682
驼峰	15464
西兰花	15428
伯顿	15323
黄粉	15315
港红	15225
狗不理	15159
椒盐	15133
里脊	14941
乳化剂	14927
双鹤	14899
辣椒酱	14882
鳕鱼	14876
金元宝	14750
樟脑	14697
白茶	14637
黑米	14634
腊八粥	14461
酥油茶	14412
白鹅	14345
海蜇	14343
小酒馆	14183
鸭脖	14126
烤羊肉	14103
亚油酸	14027
炒面	13971
甜味剂	13938
生蚝	13925
金针菇	13809
椰树	13784
苏打水	13766
狮子头	13760
汤包	13716
银鱼	13601
起司	13400
芽菜	13246
剑南春	13157
冰峰	13124
螺蛳	13069
鹅肝	13058
木糖醇	12968
氯化钾	12815
高岭土	12698
豆皮	12573
华凌	12503
杏花村	12461
鹿肉	12445
碧海银沙	12442
烟酸	12392
面筋	12367
丙二醇	12341
力存	12241
过桥米线	12239
核黄素	12202
葡萄柚	12184
烤全羊	12171
解百纳	12159
甜酒	12146
香槟酒	12144
鲁菜	12015
家庭版	11997
明矾	11938
白葡萄酒	11869
蛋卷	11852
冰糖葫芦	11766
花糕	11741
罗汉果	11722
南翔	11578
重庆火锅	11555
炸酱面	11531
鹌鹑蛋	11479
色香味俱全	11452
莴笋	11416
辣椒粉	11414
肉粥	11386
豆汁	11348
礼记	11347
孜然	11305
吐司	11293
牛尾	11258
豆腐脑	11230
火龙果	11229
动物油	11148
鱼子酱	10858
西芹	10848
白粥	10809
金屋藏娇	10712
苦中作乐	10676
黑松	10527
松茸	10523
烧鹅	10502
啫喱	10482
龙丹	10469
硬脂酸	10398
薄饼	10364
亚麻酸	10186
山竹	10171
沙拉酱	10136
湘莲	10131
蒜苗	10109
苹果酸	10103
牛扒	10097
吐温	10076
八宝粥	10044
牛骨	9990
隆鑫	9957
小火煮	9955
凤爪	9914
芭乐	9906
牛鞭	9891
花生仁	9838
绿豆芽	9756
曲酒	9747
青果	9742
肠粉	9724
通心粉	9718
古井贡	9659
羊排	9649
泡馍	9585
冬枣	9575
回锅肉	9522
糕饼	9506
保健茶	9453
酸梅汤	9405
牛磺酸	9391
苦丁茶	9353
调和油	9349
淀粉酶	9336
卤味	9267
糖衣炮弹	9249
蛋挞	9235
牛杂	9131
漂白剂	9111
赤豆	9072
柠檬黄	9043
植酸	9029
馍馍	9026
肥肠	8986
葡萄汁	8909
黑胡椒	8907
基摩	8898
冠生园	8896
张记	8894
姜黄	8784
上清饮	8725
爆肚	8708
锅贴	8673
琼脂	8671
小馒头	8641
甲壳素	8634
眼肉	8618
烤羊肉串	8617
蔬菜汤	8421
天果	8411
炒米	8380
辣汤	8375
糌粑	8369
茭白	8349
花卷	8321
着色剂	8305
甘氨酸	8250
浆水	8250
茼蒿	8201
黑茶	8201
轩尼诗	8192
氧化镁	8177
酒精饮料	8156
蒜蓉	8133
龙凤呈祥	8050
酸菜鱼	8023
烧心	8008
提拉米苏	7989
果佳	7968
焦糖	7940
糯米饭	7937
开口笑	7908
白豆	7906
炖肉	7901
百页	7804
武昌鱼	7801
苞米	7801
楼外楼	7795
米果	7794
土豆泥	7791
小茴香	7767
蓝带	7759
金耳	7735
天仁	7721
马肉	7716
鸭脖子	7670
草菇	7665
苹果醋	7625
面鲜	7610
发菜	7592
蜜柑	7539
碳酸氢钠	7536
肉夹馍	7532
羊肉汤	7526
奶油蛋糕	7515
红土地	7498
板鸭	7492
氢氧化钠	7466
牛皮糖	7431
芬达	7410
丙氨酸	7407
肉骨头	7403
龙眼肉	7390
凉面	7354
安格斯	7281
抓饭	7279
竹荪	7236
太子奶	7208
糍粑	7207
孔雀开屏	7194
刀削面	7105
白切	7104
蒸饺	7081
利嘉	7008
靛蓝	6925
三创	6914
燕麦片	6875
石斑鱼	6871
紫竹林	6859
驴打滚	6848
润明	6831
青茶	6818
芸豆	6800
道酒	6778
花蛋糕	6774
菠萝蜜	6764
美食之旅	6756
麦饭	6718
夜光杯	6658
压缩饼干	6627
麻婆豆腐	6627
硫酸铜	6622
东来顺	6619
徽菜	6538
金菊	6491
白胡椒	6487
方糖	6485
干白	6407
刺五加	6393
增稠剂	6390
雪团	6375
比目鱼	6366
粉皮	6308
包面	6258
热干面	6238
糖粉	6214
茶饼	6210
古越龙山	6202
顶呱呱	6200
牛柳	6176
伊力特	6164
餐包	6156
平菇	6132
鱼香肉丝	6127
酶制剂	6116
芝士蛋糕	6106
羊杂	6105
果蔬汁	6104
沱茶	6080
青木瓜	6075
烧麦	6069
番石榴	6068
米糕	6060
牦牛肉	6035
金桔	6018
米皮	6004
甜甜圈	6001
甜面酱	5999
脱脂牛奶	5991
鱼罐头	5838
水果沙拉	5830
辣子鸡	5823
羊肉泡馍	5821
五香粉	5794
泡芙	5780
三道茶	5767
桂林米粉	5755
覆盆子	5741
薄荷叶	5738
黄花鱼	5718
菜豆腐	5668
蓝城	5658
朗姆酒	5651
奶汤	5648
金华火腿	5634
抗坏血酸	5600
丁酸	5596
壳聚糖	5590
烤乳猪	5581
东坡肉	5563
鱼露	5546
聚乙烯醇	5524
炒栗子	5519
糖醋排骨	5465
汇泉	5422
磷酸二氢钾	5419
佛跳墙	5400
咸亨	5380
沙士	5368
阳春面	5353
鲥鱼	5331
葡萄糖酸钙	5330
稻花香	5282
叉烧包	5272
香辣蟹	5265
鸡杂	5264
速溶咖啡	5246
老边	5240
西冷	5235
巧克力蛋糕	5229
消泡剂	5225
便宜坊	5219
冰沙	5177
野猪肉	5177
苹果派	5128
胭脂红	5119
龟苓膏	5113
猴头菇	5108
氯化钙	5105
酸辣粉	5104
豆腐乳	5098
龙虎斗	5052
鼠尾草	5040
酒石酸	5034
山梨酸	4922
牛肉片	4906
长豆	4900
莼菜	4885
甜蜜素	4863
鱿鱼丝	4847
慕斯	4835
豆腐汤	4822
玉兰片	4819
锅盔	4814
虾球	4811
百里香	4791
两张皮	4787
牛肉丸	4786
椰奶	4721
非常可乐	4685
硫酸亚铁	4664
香蕉船	4640
绿豆糕	4620
毛肚	4606
锅边	4605
卡赛	4584
三得利	4581
文昌鸡	4556
皮蛋瘦肉粥	4539
干丝	4535
金威啤酒	4514
金鸡独立	4492
黄面	4479
蛋黄派	4454
姜糖	4444
奶皮	4431
荣氏	4413
白肚	4399
绿豆粥	4399
花椒粉	4377
云雾茶	4364
虾饺	4346
黑椒	4343
米茶	4343
粉蒸肉	4323
豆腐花	4319
碳酸钠	4319
松糕	4309
拉条	4292
红烧鱼	4275
杏花楼	4272
转面	4249
莜面	4242
诺丽	4240
烤地瓜	4214
甜汤	4200
醪糟	4200
梭子蟹	4195
大盘鸡	4189
甜茶	4172
盐水鸭	4166
硝酸钠	4137
珠江啤酒	4105
春饼	4105
杏核	4092
汤类	4086
辣白菜	4067
酸汤鱼	4062
广州酒家	4048
黄袍加身	4031
黄山毛峰	4018
爱尔兰咖啡	4017
冰醋酸	4012
耳朵眼	4011
云吞面	3989
狗不理包子	3981
百鸟朝凤	3979
猫耳朵	3978
白灼	3973
肉罐头	3972
嘉吉	3939
糖炒栗子	3936
韭黄	3930
谭鱼头	3930
二龙戏珠	3905
南美白对虾	3902
煎饼果子	3896
麦片粥	3878
沙枣	3854
花根	3843
加去	3840
金酒	3833
玉米饼	3818
金种子	3794
担担面	3792
蒸馏酒	3746
宫保鸡	3741
茶树菇	3708
锦芳	3704
浓缩果汁	3697
米糖	3685
串串香	3679
刀狼	3665
肌醇	3661
牛肝菌	3661
丁酮	3658
西湖醋	3651
玫瑰果	3642
牛舌	3641
豆沙包	3636
陶然居	3626
西湖醋鱼	3607
咖喱粉	3590
硫酸锌	3546
烤羊腿	3544
宫保鸡丁	3523
马奶酒	3521
广东菜	3514
沙田柚	3510
黑啤酒	3499
苯甲酸钠	3490
毛桃	3489
湖南菜	3485
糖精钠	3483
卤蛋	3474
鱼火锅	3472
猪大肠	3470
热酒	3467
灌汤包	3466
长寿面	3465
丰泽园	3462
红橙	3459
香飘飘	3459
米豆腐	3447
聚乙二醇	3447
鲜橙多	3437
桃酥	3434
红烧牛肉	3430
复原乳	3403
酸辣汤	3399
紫苏叶	3374
夫妻肺片	3366
芋泥	3364
叫化鸡	3362
血肠	3360
啤酒鱼	3356
老婆饼	3354
荞面	3329
闽菜	3325
紫米	3285
白斩鸡	3251
调味酱	3250
夹心饼干	3242
圣女果	3226
己二酸	3220
话李	3208
